Index,S_ID,S_Abbrev,Structure_Method,R_ID,R_Abbrev,Reasoning_Method,P_ID,P_Abbrev,Presentation_Method,Problem_Types,Output_Types,Avg_Complexity,Avg_Domain_Specificity
2076,13,S13,Value Chain Analysis,2,R2,Inductive Reasoning,10,P10,White Paper,complicated,qualitative,2.00,0.30
2077,13,S13,Value Chain Analysis,2,R2,Inductive Reasoning,11,P11,Academic Paper,complicated,qualitative,2.33,0.30
2078,13,S13,Value Chain Analysis,2,R2,Inductive Reasoning,12,P12,Case Study,complicated,qualitative,2.00,0.30
2079,13,S13,Value Chain Analysis,2,R2,Inductive Reasoning,15,P15,Dialogue,complicated,qualitative,2.00,0.30
2080,13,S13,Value Chain Analysis,2,R2,Inductive Reasoning,33,P33,Narrative Synthesis,complicated,qualitative,2.00,0.27
2081,13,S13,Value Chain Analysis,2,R2,Inductive Reasoning,35,P35,Dialogue Format,complicated,qualitative,2.00,0.30
2082,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,1,P1,Cornell Notes,complicated,conceptual,1.67,0.37
2083,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,2,P2,SQ3R,complicated,conceptual,1.67,0.40
2084,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,3,P3,CODE (Second Brain),complicated,conceptual,2.00,0.37
2085,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,4,P4,Progressive Summarization,complicated,conceptual,2.00,0.37
2086,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,6,P6,Memo,complicated,conceptual,1.67,0.30
2087,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,7,P7,Executive Summary,complicated,conceptual,1.67,0.30
2088,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,10,P10,White Paper,complicated,conceptual,2.00,0.33
2089,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,14,P14,FAQ,complicated,conceptual,1.67,0.30
2090,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,25,P25,Mind Map,complicated,conceptual,1.67,0.30
2091,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,28,P28,Slide Deck,complicated,conceptual,1.67,0.30
2092,13,S13,Value Chain Analysis,3,R3,Abductive Reasoning,36,P36,Metaphorical Explanation,complicated,conceptual,2.00,0.33
2093,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,1,P1,Cornell Notes,complicated,conceptual,1.67,0.37
2094,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,2,P2,SQ3R,complicated,conceptual,1.67,0.40
2095,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,3,P3,CODE (Second Brain),complicated,conceptual,2.00,0.37
2096,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,4,P4,Progressive Summarization,complicated,conceptual,2.00,0.37
2097,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,6,P6,Memo,complicated,conceptual,1.67,0.30
2098,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,7,P7,Executive Summary,complicated,conceptual,1.67,0.30
2099,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,10,P10,White Paper,complicated,conceptual,2.00,0.33
2100,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,14,P14,FAQ,complicated,conceptual,1.67,0.30
2101,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,25,P25,Mind Map,complicated,conceptual,1.67,0.30
2102,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,28,P28,Slide Deck,complicated,conceptual,1.67,0.30
2103,13,S13,Value Chain Analysis,4,R4,Root Cause Analysis,36,P36,Metaphorical Explanation,complicated,conceptual,2.00,0.33
2104,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,18,P18,Causal Diagram,complicated,visual,2.00,0.40
2105,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,19,P19,Flowchart,complicated,visual,1.67,0.37
2106,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,20,P20,Gantt Chart,complicated,visual,1.67,0.43
2107,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,21,P21,Dashboard,complicated,visual,2.00,0.40
2108,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,22,P22,Infographic,complicated,visual,1.67,0.40
2109,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,23,P23,Systems Diagram,complicated,visual,2.00,0.43
2110,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,24,P24,Network Graph,complicated,visual,2.00,0.43
2111,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,25,P25,Mind Map,complicated,visual,1.67,0.37
2112,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,26,P26,Timeline,complicated,visual,1.67,0.37
2113,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,27,P27,Fishbone Diagram,complicated,visual,1.67,0.43
2114,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,28,P28,Slide Deck,complicated,visual,1.67,0.37
2115,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,29,P29,Interactive Visualization,complicated,visual,2.33,0.43
2116,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,30,P30,Video,complicated,visual,2.00,0.40
2117,13,S13,Value Chain Analysis,5,R5,A3 Problem Solving,31,P31,Simulation,complicated,visual,2.33,0.47
2118,13,S13,Value Chain Analysis,6,R6,8D Problem Solving,5,P5,Checklist,complicated,sequential,1.67,0.43
2119,13,S13,Value Chain Analysis,6,R6,8D Problem Solving,8,P8,Technical Report,complicated,sequential,2.00,0.40
2120,13,S13,Value Chain Analysis,6,R6,8D Problem Solving,13,P13,Tutorial,complicated,sequential,1.67,0.43
2121,13,S13,Value Chain Analysis,6,R6,8D Problem Solving,19,P19,Flowchart,complicated,sequential,1.67,0.40
2122,13,S13,Value Chain Analysis,6,R6,8D Problem Solving,20,P20,Gantt Chart,complicated,sequential,1.67,0.47
2123,13,S13,Value Chain Analysis,6,R6,8D Problem Solving,26,P26,Timeline,complicated,sequential,1.67,0.40
2124,13,S13,Value Chain Analysis,6,R6,8D Problem Solving,32,P32,Annotated Code,complicated,sequential,2.00,0.53
2125,13,S13,Value Chain Analysis,7,R7,TRIZ,1,P1,Cornell Notes,complicated,conceptual,2.00,0.43
2126,13,S13,Value Chain Analysis,7,R7,TRIZ,2,P2,SQ3R,complicated,conceptual,2.00,0.47
2127,13,S13,Value Chain Analysis,7,R7,TRIZ,3,P3,CODE (Second Brain),complicated,conceptual,2.33,0.43
2128,13,S13,Value Chain Analysis,7,R7,TRIZ,4,P4,Progressive Summarization,complicated,conceptual,2.33,0.43
2129,13,S13,Value Chain Analysis,7,R7,TRIZ,6,P6,Memo,complicated,conceptual,2.00,0.37
2130,13,S13,Value Chain Analysis,7,R7,TRIZ,7,P7,Executive Summary,complicated,conceptual,2.00,0.37
2131,13,S13,Value Chain Analysis,7,R7,TRIZ,10,P10,White Paper,complicated,conceptual,2.33,0.40
2132,13,S13,Value Chain Analysis,7,R7,TRIZ,14,P14,FAQ,complicated,conceptual,2.00,0.37
2133,13,S13,Value Chain Analysis,7,R7,TRIZ,25,P25,Mind Map,complicated,conceptual,2.00,0.37
2134,13,S13,Value Chain Analysis,7,R7,TRIZ,28,P28,Slide Deck,complicated,conceptual,2.00,0.37
2135,13,S13,Value Chain Analysis,7,R7,TRIZ,36,P36,Metaphorical Explanation,complicated,conceptual,2.33,0.40
2136,13,S13,Value Chain Analysis,9,R9,OODA Loop,5,P5,Checklist,complicated,sequential,1.67,0.37
2137,13,S13,Value Chain Analysis,9,R9,OODA Loop,8,P8,Technical Report,complicated,sequential,2.00,0.33
2138,13,S13,Value Chain Analysis,9,R9,OODA Loop,13,P13,Tutorial,complicated,sequential,1.67,0.37
2139,13,S13,Value Chain Analysis,9,R9,OODA Loop,19,P19,Flowchart,complicated,sequential,1.67,0.33
2140,13,S13,Value Chain Analysis,9,R9,OODA Loop,20,P20,Gantt Chart,complicated,sequential,1.67,0.40
2141,13,S13,Value Chain Analysis,9,R9,OODA Loop,26,P26,Timeline,complicated,sequential,1.67,0.33
2142,13,S13,Value Chain Analysis,9,R9,OODA Loop,32,P32,Annotated Code,complicated,sequential,2.00,0.47
2143,13,S13,Value Chain Analysis,10,R10,PDCA,5,P5,Checklist,complicated,sequential,1.33,0.33
2144,13,S13,Value Chain Analysis,10,R10,PDCA,8,P8,Technical Report,complicated,sequential,1.67,0.30
2145,13,S13,Value Chain Analysis,10,R10,PDCA,13,P13,Tutorial,complicated,sequential,1.33,0.33
2146,13,S13,Value Chain Analysis,10,R10,PDCA,19,P19,Flowchart,complicated,sequential,1.33,0.30
2147,13,S13,Value Chain Analysis,10,R10,PDCA,20,P20,Gantt Chart,complicated,sequential,1.33,0.37
2148,13,S13,Value Chain Analysis,10,R10,PDCA,26,P26,Timeline,complicated,sequential,1.33,0.30
2149,13,S13,Value Chain Analysis,10,R10,PDCA,32,P32,Annotated Code,complicated,sequential,1.67,0.43
2150,13,S13,Value Chain Analysis,11,R11,GROW Model,5,P5,Checklist,complicated,sequential,1.33,0.40
2151,13,S13,Value Chain Analysis,11,R11,GROW Model,8,P8,Technical Report,complicated,sequential,1.67,0.37
2152,13,S13,Value Chain Analysis,11,R11,GROW Model,13,P13,Tutorial,complicated,sequential,1.33,0.40
2153,13,S13,Value Chain Analysis,11,R11,GROW Model,19,P19,Flowchart,complicated,sequential,1.33,0.37
2154,13,S13,Value Chain Analysis,11,R11,GROW Model,20,P20,Gantt Chart,complicated,sequential,1.33,0.43
2155,13,S13,Value Chain Analysis,11,R11,GROW Model,26,P26,Timeline,complicated,sequential,1.33,0.37
2156,13,S13,Value Chain Analysis,11,R11,GROW Model,32,P32,Annotated Code,complicated,sequential,1.67,0.50
2157,13,S13,Value Chain Analysis,12,R12,Scientific Method,5,P5,Checklist,complicated,sequential,1.67,0.30
2158,13,S13,Value Chain Analysis,12,R12,Scientific Method,8,P8,Technical Report,complicated,sequential,2.00,0.27
2159,13,S13,Value Chain Analysis,12,R12,Scientific Method,13,P13,Tutorial,complicated,sequential,1.67,0.30
2160,13,S13,Value Chain Analysis,12,R12,Scientific Method,19,P19,Flowchart,complicated,sequential,1.67,0.27
2161,13,S13,Value Chain Analysis,12,R12,Scientific Method,20,P20,Gantt Chart,complicated,sequential,1.67,0.33
2162,13,S13,Value Chain Analysis,12,R12,Scientific Method,26,P26,Timeline,complicated,sequential,1.67,0.27
2163,13,S13,Value Chain Analysis,12,R12,Scientific Method,32,P32,Annotated Code,complicated,sequential,2.00,0.40
2164,13,S13,Value Chain Analysis,13,R13,MCDA,7,P7,Executive Summary,complicated,comparative,1.67,0.30
2165,13,S13,Value Chain Analysis,13,R13,MCDA,8,P8,Technical Report,complicated,quantitative,2.00,0.30
2166,13,S13,Value Chain Analysis,13,R13,MCDA,9,P9,Policy Brief,complicated,comparative,2.00,0.37
2167,13,S13,Value Chain Analysis,13,R13,MCDA,11,P11,Academic Paper,complicated,quantitative,2.33,0.33
2168,13,S13,Value Chain Analysis,13,R13,MCDA,16,P16,Comparative Table,complicated,comparative,1.67,0.30
2169,13,S13,Value Chain Analysis,13,R13,MCDA,17,P17,Decision Matrix,complicated,comparative; quantitative,1.67,0.33
2170,13,S13,Value Chain Analysis,13,R13,MCDA,21,P21,Dashboard,complicated,quantitative,2.00,0.33
2171,13,S13,Value Chain Analysis,13,R13,MCDA,29,P29,Interactive Visualization,complicated,quantitative,2.33,0.37
2172,13,S13,Value Chain Analysis,13,R13,MCDA,31,P31,Simulation,complicated,quantitative,2.33,0.40
2173,13,S13,Value Chain Analysis,18,R18,Hypothesis Testing,8,P8,Technical Report,complicated,quantitative,2.00,0.30
2174,13,S13,Value Chain Analysis,18,R18,Hypothesis Testing,11,P11,Academic Paper,complicated,quantitative,2.33,0.33
2175,13,S13,Value Chain Analysis,18,R18,Hypothesis Testing,17,P17,Decision Matrix,complicated,quantitative,1.67,0.33
2176,13,S13,Value Chain Analysis,18,R18,Hypothesis Testing,21,P21,Dashboard,complicated,quantitative,2.00,0.33
2177,13,S13,Value Chain Analysis,18,R18,Hypothesis Testing,29,P29,Interactive Visualization,complicated,quantitative,2.33,0.37
2178,13,S13,Value Chain Analysis,18,R18,Hypothesis Testing,31,P31,Simulation,complicated,quantitative,2.33,0.40
2179,13,S13,Value Chain Analysis,20,R20,Sensitivity Analysis,8,P8,Technical Report,complicated,quantitative,2.00,0.30
2180,13,S13,Value Chain Analysis,20,R20,Sensitivity Analysis,11,P11,Academic Paper,complicated,quantitative,2.33,0.33
2181,13,S13,Value Chain Analysis,20,R20,Sensitivity Analysis,17,P17,Decision Matrix,complicated,quantitative,1.67,0.33
2182,13,S13,Value Chain Analysis,20,R20,Sensitivity Analysis,21,P21,Dashboard,complicated,quantitative,2.00,0.33
2183,13,S13,Value Chain Analysis,20,R20,Sensitivity Analysis,29,P29,Interactive Visualization,complicated,quantitative,2.33,0.37
2184,13,S13,Value Chain Analysis,20,R20,Sensitivity Analysis,31,P31,Simulation,complicated,quantitative,2.33,0.40
2185,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,1,P1,Cornell Notes,complicated,conceptual,1.67,0.33
2186,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,2,P2,SQ3R,complicated,conceptual,1.67,0.37
2187,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,3,P3,CODE (Second Brain),complicated,conceptual,2.00,0.33
2188,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,4,P4,Progressive Summarization,complicated,conceptual,2.00,0.33
2189,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,6,P6,Memo,complicated,conceptual,1.67,0.27
2190,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,7,P7,Executive Summary,complicated,conceptual,1.67,0.27
2191,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,10,P10,White Paper,complicated,conceptual,2.00,0.30
2192,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,14,P14,FAQ,complicated,conceptual,1.67,0.27
2193,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,25,P25,Mind Map,complicated,conceptual,1.67,0.27
2194,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,28,P28,Slide Deck,complicated,conceptual,1.67,0.27
2195,13,S13,Value Chain Analysis,21,R21,Analogical Reasoning,36,P36,Metaphorical Explanation,complicated,conceptual,2.00,0.30
2196,13,S13,Value Chain Analysis,22,R22,Case-Based Reasoning,7,P7,Executive Summary,complicated,comparative,1.67,0.30
2197,13,S13,Value Chain Analysis,22,R22,Case-Based Reasoning,9,P9,Policy Brief,complicated,comparative,2.00,0.37
2198,13,S13,Value Chain Analysis,22,R22,Case-Based Reasoning,16,P16,Comparative Table,complicated,comparative,1.67,0.30
2199,13,S13,Value Chain Analysis,22,R22,Case-Based Reasoning,17,P17,Decision Matrix,complicated,comparative,1.67,0.33
2200,13,S13,Value Chain Analysis,23,R23,Benchmarking,7,P7,Executive Summary,complicated,comparative,1.33,0.30
2201,13,S13,Value Chain Analysis,23,R23,Benchmarking,9,P9,Policy Brief,complicated,comparative,1.67,0.37
2202,13,S13,Value Chain Analysis,23,R23,Benchmarking,16,P16,Comparative Table,complicated,comparative,1.33,0.30
2203,13,S13,Value Chain Analysis,23,R23,Benchmarking,17,P17,Decision Matrix,complicated,comparative,1.33,0.33
2204,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,6,P6,Memo,complicated,narrative,1.67,0.30
2205,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,9,P9,Policy Brief,complicated,narrative,2.00,0.37
2206,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,12,P12,Case Study,complicated,narrative,2.00,0.33
2207,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,15,P15,Dialogue,complicated,narrative,2.00,0.33
2208,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,22,P22,Infographic,complicated,narrative,1.67,0.33
2209,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,28,P28,Slide Deck,complicated,narrative,1.67,0.30
2210,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,30,P30,Video,complicated,narrative,2.00,0.33
2211,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,33,P33,Narrative Synthesis,complicated,narrative,2.00,0.30
2212,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,34,P34,Scenario Narrative,complicated,narrative,2.00,0.33
2213,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,35,P35,Dialogue Format,complicated,narrative,2.00,0.33
2214,13,S13,Value Chain Analysis,25,R25,Counterfactual Analysis,36,P36,Metaphorical Explanation,complicated,narrative,2.00,0.33
2215,13,S13,Value Chain Analysis,26,R26,Pre-mortem Analysis,6,P6,Memo,complicated,qualitative,1.67,0.27
2216,13,S13,Value Chain Analysis,26,R26,Pre-mortem Analysis,8,P8,Technical Report,complicated,qualitative,2.00,0.27
2217,13,S13,Value Chain Analysis,26,R26,Pre-mortem Analysis,10,P10,White Paper,complicated,qualitative,2.00,0.30
2218,13,S13,Value Chain Analysis,26,R26,Pre-mortem Analysis,11,P11,Academic Paper,complicated,qualitative,2.33,0.30
2219,13,S13,Value Chain Analysis,26,R26,Pre-mortem Analysis,12,P12,Case Study,complicated,qualitative,2.00,0.30
2220,13,S13,Value Chain Analysis,26,R26,Pre-mortem Analysis,15,P15,Dialogue,complicated,qualitative,2.00,0.30
2221,13,S13,Value Chain Analysis,26,R26,Pre-mortem Analysis,33,P33,Narrative Synthesis,complicated,qualitative,2.00,0.27
2222,13,S13,Value Chain Analysis,26,R26,Pre-mortem Analysis,35,P35,Dialogue Format,complicated,qualitative,2.00,0.30
2223,13,S13,Value Chain Analysis,27,R27,Post-mortem Analysis,6,P6,Memo,complicated,qualitative,1.33,0.30
2224,13,S13,Value Chain Analysis,27,R27,Post-mortem Analysis,8,P8,Technical Report,complicated,qualitative,1.67,0.30
2225,13,S13,Value Chain Analysis,27,R27,Post-mortem Analysis,10,P10,White Paper,complicated,qualitative,1.67,0.33
2226,13,S13,Value Chain Analysis,27,R27,Post-mortem Analysis,11,P11,Academic Paper,complicated,qualitative,2.00,0.33
2227,13,S13,Value Chain Analysis,27,R27,Post-mortem Analysis,12,P12,Case Study,complicated,qualitative,1.67,0.33
2228,13,S13,Value Chain Analysis,27,R27,Post-mortem Analysis,15,P15,Dialogue,complicated,qualitative,1.67,0.33
2229,13,S13,Value Chain Analysis,27,R27,Post-mortem Analysis,33,P33,Narrative Synthesis,complicated,qualitative,1.67,0.30
2230,13,S13,Value Chain Analysis,27,R27,Post-mortem Analysis,35,P35,Dialogue Format,complicated,qualitative,1.67,0.33
2231,13,S13,Value Chain Analysis,28,R28,Red Team/Blue Team,7,P7,Executive Summary,complicated,comparative,1.67,0.33
2232,13,S13,Value Chain Analysis,28,R28,Red Team/Blue Team,9,P9,Policy Brief,complicated,comparative,2.00,0.40
2233,13,S13,Value Chain Analysis,28,R28,Red Team/Blue Team,16,P16,Comparative Table,complicated,comparative,1.67,0.33
2234,13,S13,Value Chain Analysis,28,R28,Red Team/Blue Team,17,P17,Decision Matrix,complicated,comparative,1.67,0.37
2235,13,S13,Value Chain Analysis,29,R29,Devil's Advocate,6,P6,Memo,complicated,qualitative,1.33,0.27
2236,13,S13,Value Chain Analysis,29,R29,Devil's Advocate,8,P8,Technical Report,complicated,qualitative,1.67,0.27
2237,13,S13,Value Chain Analysis,29,R29,Devil's Advocate,10,P10,White Paper,complicated,qualitative,1.67,0.30
2238,13,S13,Value Chain Analysis,29,R29,Devil's Advocate,11,P11,Academic Paper,complicated,qualitative,2.00,0.30
2239,13,S13,Value Chain Analysis,29,R29,Devil's Advocate,12,P12,Case Study,complicated,qualitative,1.67,0.30
2240,13,S13,Value Chain Analysis,29,R29,Devil's Advocate,15,P15,Dialogue,complicated,qualitative,1.67,0.30
2241,13,S13,Value Chain Analysis,29,R29,Devil's Advocate,33,P33,Narrative Synthesis,complicated,qualitative,1.67,0.27
2242,13,S13,Value Chain Analysis,29,R29,Devil's Advocate,35,P35,Dialogue Format,complicated,qualitative,1.67,0.30
2243,13,S13,Value Chain Analysis,31,R31,Critical Thinking,6,P6,Memo,complicated,qualitative,1.67,0.27
2244,13,S13,Value Chain Analysis,31,R31,Critical Thinking,8,P8,Technical Report,complicated,qualitative,2.00,0.27
2245,13,S13,Value Chain Analysis,31,R31,Critical Thinking,10,P10,White Paper,complicated,qualitative,2.00,0.30
2246,13,S13,Value Chain Analysis,31,R31,Critical Thinking,11,P11,Academic Paper,complicated,qualitative,2.33,0.30
2247,13,S13,Value Chain Analysis,31,R31,Critical Thinking,12,P12,Case Study,complicated,qualitative,2.00,0.30
2248,13,S13,Value Chain Analysis,31,R31,Critical Thinking,15,P15,Dialogue,complicated,qualitative,2.00,0.30
2249,13,S13,Value Chain Analysis,31,R31,Critical Thinking,33,P33,Narrative Synthesis,complicated,qualitative,2.00,0.27
2250,13,S13,Value Chain Analysis,31,R31,Critical Thinking,35,P35,Dialogue Format,complicated,qualitative,2.00,0.30
2251,13,S13,Value Chain Analysis,32,R32,FMEA,7,P7,Executive Summary,complicated,comparative,1.67,0.37
2252,13,S13,Value Chain Analysis,32,R32,FMEA,8,P8,Technical Report,complicated,quantitative,2.00,0.37
2253,13,S13,Value Chain Analysis,32,R32,FMEA,9,P9,Policy Brief,complicated,comparative,2.00,0.43
2254,13,S13,Value Chain Analysis,32,R32,FMEA,11,P11,Academic Paper,complicated,quantitative,2.33,0.40
2255,13,S13,Value Chain Analysis,32,R32,FMEA,16,P16,Comparative Table,complicated,comparative,1.67,0.37
2256,13,S13,Value Chain Analysis,32,R32,FMEA,17,P17,Decision Matrix,complicated,comparative; quantitative,1.67,0.40
2257,13,S13,Value Chain Analysis,32,R32,FMEA,21,P21,Dashboard,complicated,quantitative,2.00,0.40
2258,13,S13,Value Chain Analysis,32,R32,FMEA,29,P29,Interactive Visualization,complicated,quantitative,2.33,0.43
2259,13,S13,Value Chain Analysis,32,R32,FMEA,31,P31,Simulation,complicated,quantitative,2.33,0.47
2260,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,18,P18,Causal Diagram,complicated,visual,2.00,0.40
2261,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,19,P19,Flowchart,complicated,visual,1.67,0.37
2262,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,20,P20,Gantt Chart,complicated,visual,1.67,0.43
2263,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,21,P21,Dashboard,complicated,visual,2.00,0.40
2264,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,22,P22,Infographic,complicated,visual,1.67,0.40
2265,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,23,P23,Systems Diagram,complicated,visual,2.00,0.43
2266,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,24,P24,Network Graph,complicated,visual,2.00,0.43
2267,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,25,P25,Mind Map,complicated,visual,1.67,0.37
2268,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,26,P26,Timeline,complicated,visual,1.67,0.37
2269,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,27,P27,Fishbone Diagram,complicated,visual,1.67,0.43
2270,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,28,P28,Slide Deck,complicated,visual,1.67,0.37
2271,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,29,P29,Interactive Visualization,complicated,visual,2.33,0.43
2272,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,30,P30,Video,complicated,visual,2.00,0.40
2273,13,S13,Value Chain Analysis,33,R33,Fault Tree Analysis,31,P31,Simulation,complicated,visual,2.33,0.47
2274,13,S13,Value Chain Analysis,34,R34,Event Tree Analysis,5,P5,Checklist,complicated,sequential,1.67,0.40
2275,13,S13,Value Chain Analysis,34,R34,Event Tree Analysis,8,P8,Technical Report,complicated,sequential,2.00,0.37
2276,13,S13,Value Chain Analysis,34,R34,Event Tree Analysis,13,P13,Tutorial,complicated,sequential,1.67,0.40
2277,13,S13,Value Chain Analysis,34,R34,Event Tree Analysis,19,P19,Flowchart,complicated,sequential,1.67,0.37
2278,13,S13,Value Chain Analysis,34,R34,Event Tree Analysis,20,P20,Gantt Chart,complicated,sequential,1.67,0.43
2279,13,S13,Value Chain Analysis,34,R34,Event Tree Analysis,26,P26,Timeline,complicated,sequential,1.67,0.37
2280,13,S13,Value Chain Analysis,34,R34,Event Tree Analysis,32,P32,Annotated Code,complicated,sequential,2.00,0.50
2281,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,18,P18,Causal Diagram,complicated,visual,2.00,0.40
2282,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,19,P19,Flowchart,complicated,visual,1.67,0.37
2283,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,20,P20,Gantt Chart,complicated,visual,1.67,0.43
2284,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,21,P21,Dashboard,complicated,visual,2.00,0.40
2285,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,22,P22,Infographic,complicated,visual,1.67,0.40
2286,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,23,P23,Systems Diagram,complicated,visual,2.00,0.43
2287,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,24,P24,Network Graph,complicated,visual,2.00,0.43
2288,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,25,P25,Mind Map,complicated,visual,1.67,0.37
2289,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,26,P26,Timeline,complicated,visual,1.67,0.37
2290,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,27,P27,Fishbone Diagram,complicated,visual,1.67,0.43
2291,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,28,P28,Slide Deck,complicated,visual,1.67,0.37
2292,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,29,P29,Interactive Visualization,complicated,visual,2.33,0.43
2293,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,30,P30,Video,complicated,visual,2.00,0.40
2294,13,S13,Value Chain Analysis,35,R35,Bow-Tie Analysis,31,P31,Simulation,complicated,visual,2.33,0.47
2295,13,S13,Value Chain Analysis,37,R37,Nominal Group Technique,6,P6,Memo,complicated,qualitative,1.33,0.30
2296,13,S13,Value Chain Analysis,37,R37,Nominal Group Technique,8,P8,Technical Report,complicated,qualitative,1.67,0.30
2297,13,S13,Value Chain Analysis,37,R37,Nominal Group Technique,10,P10,White Paper,complicated,qualitative,1.67,0.33
2298,13,S13,Value Chain Analysis,37,R37,Nominal Group Technique,11,P11,Academic Paper,complicated,qualitative,2.00,0.33
2299,13,S13,Value Chain Analysis,37,R37,Nominal Group Technique,12,P12,Case Study,complicated,qualitative,1.67,0.33
2300,13,S13,Value Chain Analysis,37,R37,Nominal Group Technique,15,P15,Dialogue,complicated,qualitative,1.67,0.33
2301,13,S13,Value Chain Analysis,37,R37,Nominal Group Technique,33,P33,Narrative Synthesis,complicated,qualitative,1.67,0.30
2302,13,S13,Value Chain Analysis,37,R37,Nominal Group Technique,35,P35,Dialogue Format,complicated,qualitative,1.67,0.33
2303,13,S13,Value Chain Analysis,38,R38,Six Thinking Hats,6,P6,Memo,complicated,qualitative,1.33,0.30
2304,13,S13,Value Chain Analysis,38,R38,Six Thinking Hats,8,P8,Technical Report,complicated,qualitative,1.67,0.30
2305,13,S13,Value Chain Analysis,38,R38,Six Thinking Hats,10,P10,White Paper,complicated,qualitative,1.67,0.33
2306,13,S13,Value Chain Analysis,38,R38,Six Thinking Hats,11,P11,Academic Paper,complicated,qualitative,2.00,0.33
